eye_area,inner_mouth_area,mouth_area,lip_slope,lip_distance_to_eye,emotion
3.4866894767434724,13.968966120201555,38.901386837127276,-0.3333333333333333,94.72592042308166,happy
3.139509480382268,9.118067572907094,25.091548425242657,-0.11764705882352941,96.1041102138717,happy
4.336202358888103,8.512750728126424,24.471763533518725,-0.2857142857142857,99.46356116689167,happy
3.326040312715537,11.164331119604599,30.941146245761317,-0.1111111111111111,89.26925562588724,happy
2.8371442407062673,17.42071785500331,42.7658730719793,-0.23255813953488372,93.05912099305473,happy
3.017156356098255,18.818498445982026,48.18597877269878,-0.13513513513513514,81.49846624323675,happy
1.750491942894735,19.891953896531078,37.71514458782293,-0.2619047619047619,95.1892851112981,happy
2.5214841530835006,3.5147960921770007,25.818833405888196,-0.0,83.19855767980596,happy
2.409054370156522,6.475165475586453,1.4973404234398273,-0.10714285714285714,94.86832980505137,happy
1.5781664769281982,9.73202660772389,27.68020939138537,-0.1935483870967742,88.76936408468859,happy
3.270941173926411,10.88680295841175,31.484340138542606,-0.4864864864864865,80.00624975587844,happy
3.6655262808903317,8.938525880975094,31.840961403437166,-0.40625,83.93449827097318,happy
2.2012631884052536,16.195548063146557,40.06904161162415,-0.17857142857142858,82.97590011563598,happy
4.021311018522729,9.068779919634682,32.872134563627455,-0.9,90.95603333479313,happy
2.8740406670918146,13.291128528495074,29.662334661333986,-0.35714285714285715,98.41239759298622,happy
2.399755139518824,19.61942669124467,41.64575065039959,-0.05555555555555555,78.77182237323191,happy
2.8441009028199877,6.453603597492789,21.045796032096792,-0.21951219512195122,111.19802156513397,happy
4.029660777733848,16.07569823586185,39.38045044243629,-0.2857142857142857,97.86725703727473,happy
2.6410690336948344,43.99563502114009,101.01777116595296,-1.0,103.94229168149026,happy
1.6506410256410255,13.615384615384615,36.18589743589744,-0.02702702702702703,82.73451516749222,happy
1.801072520404691,5.935018745868638,20.96648206461317,-0.17142857142857143,96.1041102138717,happy
3.220640425827641,5.559361059592947,20.695717787062815,0.03125,86.68333173107735,happy
2.0212877638715203,2.506749890565554,16.729319105347113,-0.1111111111111111,99.82484660644363,happy
2.0245620808706772,18.131078190908507,37.939650677395576,-0.25,98.95453501482385,happy
1.5397980645959286,6.396955194828673,23.532869685754687,-0.0,93.26306878931231,happy
2.539462391600526,12.175289549837453,31.172195230434895,-0.5925925925925926,92.9623579735368,happy
1.432921487214927,0.013391789600139503,13.344918336539015,-0.2692307692307692,95.80187889597991,happy
2.4324516687263604,10.760562172854263,26.83903487652729,-0.08823529411764706,86.83317338436964,happy
4.579475498017987,21.218727307536717,45.24256742012947,-0.6818181818181818,95.34149149242423,happy
2.867385654110101,7.535668311469753,25.646816897341125,-0.10526315789473684,94.54099639838793,happy
3.37583844430225,7.1748965956277,26.07430163738251,-0.5833333333333334,103.58571330062848,happy
2.970540102562079,1.2090163218305179,13.091176732078834,-0.07692307692307693,93.94147114027967,happy
1.8228928982905304,9.552720972226334,24.16127033134905,-0.0,81.58431221748455,happy
2.6866578329989714,13.005195334462055,44.256044963356686,-0.34146341463414637,82.56512580987206,happy
2.4373057072253896,13.525707496140898,33.94149074155357,0.1111111111111111,83.72574275573791,happy
4.102562706967822,15.685859450070518,36.90913375929115,-0.11428571428571428,93.05912099305473,happy
1.579407243928018,9.429892513220757,31.927301802519644,-0.07692307692307693,90.4267659490264,happy
1.730033997196519,14.689674950924955,33.75127697057758,-0.18604651162790697,93.53608929178085,happy
1.4119177378445984,17.950115016793568,41.98233721199463,-0.25925925925925924,94.36630754670864,happy
2.505587847829501,22.61012556414502,41.39081537280137,-0.6296296296296297,98.0612053770501,happy
2.421518498057545,28.189761384495423,55.35458279081463,-0.84,98.65596788841515,happy
3.7984520836323137,11.877551232848628,29.105911297677252,-0.06666666666666667,92.39588735436226,happy
4.073380786825946,14.599395358287486,39.82861213785369,-0.8,90.80198235721508,happy
2.529493333585393,17.29647429326281,50.82193028029368,-0.30434782608695654,83.02409288875127,happy
3.302154756559636,0.24593704817247064,13.958427099935102,-0.2,104.35516278555652,happy
2.2704178622285673,9.348779432705866,34.92617366442547,-0.375,91.67878707749138,happy
1.8481573120159303,0.30478383742017096,12.217292546800044,0.22727272727272727,86.12200647918046,happy
4.61417328582092,0.5904392356263737,26.7592893084496,-0.6190476190476191,102.48902380255166,happy
4.804151225308503,2.7952626799250297,22.282803207345626,-0.2,94.11163583744573,happy
3.7422424264574814,11.910476877919686,32.93761506980259,0.06666666666666667,77.88452991448301,happy
3.3192352198871613,10.775716235178699,32.33501419183915,-0.14285714285714285,82.0,happy
3.0748199345286436,7.745729606064521,25.845178584545256,0.21621621621621623,100.0,happy
3.144316341948954,33.496780769093355,71.42937501333095,-0.8571428571428571,99.60923651951158,happy
4.782853814171494,17.92256209486241,40.33890442172112,-0.7222222222222222,92.5418824100742,happy
3.931486529561409,15.61031416149383,41.61465643545557,-0.36363636363636365,108.34205093129813,happy
3.288491806947015,11.529373665790331,37.43552691786164,-0.5483870967741935,87.28115489611719,happy
1.5012012676430193,14.32596000866213,34.56082525261693,-0.4642857142857143,91.92388155425118,happy
2.097850895782956,7.028428599943497,28.101152418362112,-0.4166666666666667,107.8702924812944,happy
1.85,8.76,31.1,-3.25,102.35721762533407,happy
1.8748961505325212,17.364020794827322,36.94264017861118,-0.3333333333333333,101.43470806385751,happy
3.004404210837148,7.456242741999484,29.4650683802414,-0.5833333333333334,93.74433316206373,happy
1.9741523493286781,6.2403916960052594,24.91720380987882,-0.23333333333333334,84.72307831990054,happy
4.093914402516879,16.085180313214877,43.89838148685505,-1.05,89.08984229416954,happy
2.9069039717167975,11.383338242185106,30.524934479473195,-0.22641509433962265,117.15374513859982,happy
1.7036281851649997,0.21982299163419353,14.074777658800446,-0.13513513513513514,103.36827366266692,happy
2.3733212542966866,8.214887533575565,20.791714629287434,-0.034482758620689655,101.9803902718557,happy
3.1627563490941584,11.451479438175541,29.061093068743897,-0.16129032258064516,85.5102333057278,happy
2.5436846702625715,21.670028552619865,46.74606891903812,-0.1935483870967742,89.26925562588724,happy
2.6049262225637024,15.34495234596706,40.80919320447293,-0.52,94.36630754670864,happy
4.642906661944541,7.307112479931871,29.398899805162003,-0.28,93.7709976485267,happy
2.452671194759435,8.046124113919147,29.99753130701609,-0.3125,93.05912099305473,happy
1.5542697606755,18.721752202314338,39.74112057258377,-0.4,105.22357150372724,happy
